X1,DAY_TYPE,TIME_PER_HOUR,TOTAL_TRIPS,BusStopCode_x,BusStopCode_y
594,WEEKENDS/HOLIDAY,8,340,80141,80049
595,WEEKDAY,6,20,93089,10349
596,WEEKDAY,7,2,71159,5199
597,WEEKDAY,9,35,70019,14141
598,WEEKENDS/HOLIDAY,9,7,70019,14141
599,WEEKENDS/HOLIDAY,9,13,70019,14141
600,WEEKDAY,9,65,70019,14141
601,WEEKDAY,8,160,64071,63271
602,WEEKENDS/HOLIDAY,8,140,64071,63271
603,WEEKENDS/HOLIDAY,15,20,46271,46481
604,WEEKDAY,15,160,46271,46481
605,WEEKDAY,14,40,70289,72039
606,WEEKENDS/HOLIDAY,10,32,17179,9038
607,WEEKDAY,10,42,17179,9038
608,WEEKENDS/HOLIDAY,15,18,2061,1621
609,WEEKDAY,18,20,44269,43249
610,WEEKDAY,14,20,64389,95061
611,WEEKDAY,14,20,64389,95061
612,WEEKENDS/HOLIDAY,7,1,21641,21691
613,WEEKENDS/HOLIDAY,7,19,21641,21691
614,WEEKDAY,7,437,21641,21691
615,WEEKDAY,7,23,21641,21691
616,WEEKENDS/HOLIDAY,7,80,84149,84671
617,WEEKDAY,7,3160,84149,84671
618,WEEKENDS/HOLIDAY,10,20,84481,50171
619,WEEKDAY,10,40,84481,50171
620,WEEKDAY,22,10,92119,1229
621,WEEKENDS/HOLIDAY,22,2,92119,1229
622,WEEKDAY,16,100,46151,46309
623,WEEKENDS/HOLIDAY,16,320,46151,46309
624,WEEKDAY,6,240,92041,71099
625,WEEKENDS/HOLIDAY,6,20,92041,71099
626,WEEKDAY,23,940,1421,80091
627,WEEKENDS/HOLIDAY,23,420,1421,80091
628,WEEKDAY,13,140,64369,64359
629,WEEKENDS/HOLIDAY,13,60,64369,64359
630,WEEKDAY,18,1100,29011,20271
631,WEEKENDS/HOLIDAY,18,160,29011,20271
632,WEEKDAY,23,2160,40189,9219
633,WEEKENDS/HOLIDAY,23,972,40189,9219
634,WEEKDAY,11,20,52299,52289
635,WEEKDAY,11,80,78121,77011
636,WEEKDAY,7,60,70221,41021
637,WEEKENDS/HOLIDAY,6,2,60139,4121
638,WEEKDAY,8,20,81099,90051
639,WEEKDAY,6,20,46631,64009
640,WEEKENDS/HOLIDAY,6,20,46631,64009
641,WEEKDAY,14,180,76059,96201
642,WEEKDAY,8,90,70049,3129
643,WEEKENDS/HOLIDAY,20,20,11269,51071
644,WEEKDAY,20,60,11269,51071
645,WEEKDAY,23,180,11131,11429
646,WEEKENDS/HOLIDAY,23,120,11131,11429
647,WEEKDAY,21,20,63341,81089
648,WEEKENDS/HOLIDAY,17,120,28509,44131
649,WEEKDAY,17,20,25179,25169
650,WEEKDAY,19,40,11269,64009
651,WEEKDAY,23,120,77031,64009
652,WEEKENDS/HOLIDAY,23,20,77031,64009
653,WEEKDAY,19,1320,20191,17049
654,WEEKENDS/HOLIDAY,19,740,20191,17049
655,WEEKDAY,11,20,85089,84029
656,WEEKDAY,17,40,21251,21189
657,WEEKDAY,10,480,11119,10299
658,WEEKENDS/HOLIDAY,10,260,11119,10299
659,WEEKDAY,13,60,41071,21379
660,WEEKENDS/HOLIDAY,23,40,27091,27071
661,WEEKDAY,23,20,27091,27071
662,WEEKDAY,13,20,93201,18071
663,WEEKDAY,13,500,28459,28079
664,WEEKENDS/HOLIDAY,13,120,28459,28079
665,WEEKDAY,12,80,28229,20179
666,WEEKDAY,16,160,54091,66091
667,WEEKENDS/HOLIDAY,16,80,54091,66091
668,WEEKDAY,15,20,11071,71071
669,WEEKENDS/HOLIDAY,15,20,11071,71071
670,WEEKENDS/HOLIDAY,13,140,20149,84009
671,WEEKDAY,13,80,84619,84501
672,WEEKENDS/HOLIDAY,7,40,11189,11239
673,WEEKDAY,7,680,11189,11239
674,WEEKDAY,5,45,47081,59009
675,WEEKDAY,5,15,47081,59009
676,WEEKDAY,10,40,83149,80141
677,WEEKENDS/HOLIDAY,10,20,83149,80141
678,WEEKDAY,8,440,54339,61039
679,WEEKENDS/HOLIDAY,8,160,54339,61039
680,WEEKDAY,23,130,84239,76289
681,WEEKDAY,23,130,84239,76289
682,WEEKENDS/HOLIDAY,23,20,84239,76289
683,WEEKENDS/HOLIDAY,23,20,84239,76289
684,WEEKDAY,15,260,76549,84529
685,WEEKENDS/HOLIDAY,15,140,76549,84529
686,WEEKDAY,13,20,8137,17061
687,WEEKENDS/HOLIDAY,21,120,53141,53231
688,WEEKDAY,21,500,53141,53231
689,WEEKDAY,21,2,42319,9149
690,WEEKDAY,10,2,45049,1109
691,WEEKENDS/HOLIDAY,10,4,45049,1109
692,WEEKENDS/HOLIDAY,11,700,84629,84481
693,WEEKDAY,11,1480,84629,84481
694,WEEKENDS/HOLIDAY,15,20,80319,60029
695,WEEKDAY,15,80,80319,60029
696,WEEKDAY,8,20,75291,54499
697,WEEKENDS/HOLIDAY,8,20,75291,54499
698,WEEKENDS/HOLIDAY,19,60,15221,16201
699,WEEKDAY,19,100,15221,16201
700,WEEKDAY,8,6380,59561,59411
701,WEEKENDS/HOLIDAY,8,2460,59561,59411
702,WEEKDAY,23,20,64111,67039
703,WEEKDAY,14,16,82071,1139
704,WEEKENDS/HOLIDAY,14,10,82071,1139
705,WEEKDAY,7,140,21561,22491
706,WEEKENDS/HOLIDAY,7,40,21561,22491
707,WEEKDAY,17,20,84049,66049
708,WEEKENDS/HOLIDAY,17,40,84049,66049
709,WEEKDAY,14,600,45209,45079
710,WEEKENDS/HOLIDAY,14,2040,45209,45079
711,WEEKDAY,18,1220,27361,22239
712,WEEKENDS/HOLIDAY,18,420,27361,22239
713,WEEKDAY,5,60,67041,64129
714,WEEKENDS/HOLIDAY,21,38,60119,17171
715,WEEKDAY,21,1,60119,17171
716,WEEKENDS/HOLIDAY,21,2,60119,17171
717,WEEKDAY,21,19,60119,17171
718,WEEKDAY,5,80,5039,15161
719,WEEKENDS/HOLIDAY,20,20,1029,12021
720,WEEKDAY,20,40,1029,12021
721,WEEKDAY,10,360,67119,54359
722,WEEKENDS/HOLIDAY,10,60,67119,54359
723,WEEKDAY,19,20,43761,47711
724,WEEKDAY,7,90,64549,5199
725,WEEKDAY,11,820,70231,70021
726,WEEKENDS/HOLIDAY,11,180,70231,70021
727,WEEKENDS/HOLIDAY,19,100,84609,43171
728,WEEKDAY,19,80,84609,43171
729,WEEKENDS/HOLIDAY,21,20,94059,63109
730,WEEKDAY,11,60,17071,20281
731,WEEKENDS/HOLIDAY,11,80,17071,20281
732,WEEKENDS/HOLIDAY,10,320,76191,96159
733,WEEKDAY,10,940,76191,96159
734,WEEKDAY,7,2000,64039,54309
735,WEEKENDS/HOLIDAY,7,20,64039,54309
736,WEEKENDS/HOLIDAY,0,20,82061,75341
737,WEEKDAY,0,40,82061,75341
738,WEEKDAY,15,3100,11169,11491
739,WEEKENDS/HOLIDAY,15,760,11169,11491
740,WEEKDAY,23,40,6169,82061
741,WEEKENDS/HOLIDAY,7,20,91041,92051
742,WEEKENDS/HOLIDAY,10,40,62149,54359
743,WEEKENDS/HOLIDAY,6,20,83101,84369
744,WEEKDAY,7,60,10101,28221
745,WEEKDAY,11,54,19049,7011
746,WEEKENDS/HOLIDAY,11,10,81081,63051
747,WEEKDAY,11,40,81081,63051
748,WEEKENDS/HOLIDAY,11,10,81081,63051
749,WEEKDAY,11,40,81081,63051
750,WEEKENDS/HOLIDAY,8,80,17099,16161
751,WEEKDAY,8,2000,17099,16161
752,WEEKDAY,14,280,5013,65021
753,WEEKENDS/HOLIDAY,14,360,5013,65021
754,WEEKDAY,9,180,70211,12099
755,WEEKENDS/HOLIDAY,18,320,64381,63049
756,WEEKDAY,18,740,64381,63049
757,WEEKENDS/HOLIDAY,10,20,58061,58079
758,WEEKDAY,16,10,70039,84169
759,WEEKENDS/HOLIDAY,14,20,91099,93049
760,WEEKENDS/HOLIDAY,19,40,77039,95129
761,WEEKDAY,19,300,77039,95129
762,WEEKENDS/HOLIDAY,13,60,17009,15041
763,WEEKENDS/HOLIDAY,12,20,17169,11209
764,WEEKDAY,12,28,84019,82179
765,WEEKENDS/HOLIDAY,12,21,84019,82179
766,WEEKDAY,12,52,84019,82179
767,WEEKENDS/HOLIDAY,12,39,84019,82179
768,WEEKDAY,20,2640,64149,63241
769,WEEKENDS/HOLIDAY,20,340,64149,63241
770,WEEKENDS/HOLIDAY,13,60,59161,59069
771,WEEKDAY,13,300,59161,59069
772,WEEKENDS/HOLIDAY,17,480,13119,10009
773,WEEKDAY,17,1040,13119,10009
774,WEEKENDS/HOLIDAY,18,20,14021,14349
775,WEEKENDS/HOLIDAY,22,20,43519,42159
776,WEEKDAY,22,60,43519,42159
777,WEEKENDS/HOLIDAY,20,100,64489,52059
778,WEEKDAY,20,100,64489,52059
779,WEEKDAY,12,2,43099,5013
780,WEEKENDS/HOLIDAY,8,80,45029,43059
781,WEEKDAY,8,140,45029,43059
782,WEEKENDS/HOLIDAY,12,60,66489,54659
783,WEEKDAY,12,1160,66489,54659
784,WEEKDAY,16,20,49159,46499
785,WEEKENDS/HOLIDAY,12,8,83059,4111
786,WEEKDAY,12,2,83059,4111
787,WEEKDAY,14,120,59319,59369
788,WEEKDAY,13,60,84019,71069
789,WEEKENDS/HOLIDAY,10,3300,67141,67009
790,WEEKDAY,10,5920,67141,67009
791,WEEKENDS/HOLIDAY,17,40,45401,45399
792,WEEKDAY,17,200,45401,45399
793,WEEKDAY,11,20,64411,63331
794,WEEKDAY,14,280,84029,81129
795,WEEKENDS/HOLIDAY,14,240,84029,81129
796,WEEKDAY,6,820,10501,18071
797,WEEKENDS/HOLIDAY,6,60,10501,18071
798,WEEKENDS/HOLIDAY,9,100,84471,76211
799,WEEKDAY,9,20,84471,76211
800,WEEKDAY,22,20,43669,43679
801,WEEKDAY,0,20,13109,45241
802,WEEKDAY,16,2,20169,9011
803,WEEKENDS/HOLIDAY,6,18,4168,6129
804,WEEKDAY,6,324,4168,6129
805,WEEKDAY,10,20,95051,85099
806,WEEKENDS/HOLIDAY,22,180,5189,14131
807,WEEKDAY,22,160,5189,14131
808,WEEKENDS/HOLIDAY,9,18,11169,1521
809,WEEKDAY,9,18,11169,1521
810,WEEKENDS/HOLIDAY,14,18,10017,1013
811,WEEKDAY,14,18,10017,1013
812,WEEKDAY,21,40,70231,41081
813,WEEKDAY,7,40,96061,96069
814,WEEKDAY,12,840,81209,70211
815,WEEKENDS/HOLIDAY,12,100,81209,70211
816,WEEKENDS/HOLIDAY,21,2,10199,1311
817,WEEKDAY,21,6,10199,1311
818,WEEKDAY,13,40,53371,53159
819,WEEKENDS/HOLIDAY,13,80,53371,53159
820,WEEKENDS/HOLIDAY,15,14,81161,2151
821,WEEKDAY,15,220,65071,65081
822,WEEKENDS/HOLIDAY,15,100,65071,65081
823,WEEKENDS/HOLIDAY,11,40,95011,78051
824,WEEKDAY,11,20,95011,78051
825,WEEKDAY,17,2,58019,1421
826,WEEKDAY,22,300,8069,10399
827,WEEKENDS/HOLIDAY,22,60,8069,10399
828,WEEKDAY,13,12,76059,7419
829,WEEKENDS/HOLIDAY,13,2,76059,7419
830,WEEKDAY,16,100,59479,59251
831,WEEKENDS/HOLIDAY,16,20,59479,59251
832,WEEKENDS/HOLIDAY,0,60,42071,42191
833,WEEKDAY,0,40,42071,42191
834,WEEKENDS/HOLIDAY,10,18,57029,2049
835,WEEKDAY,10,18,57029,2049
836,WEEKDAY,12,1200,14299,14029
837,WEEKENDS/HOLIDAY,12,160,14299,14029
838,WEEKDAY,20,30,14069,5411
839,WEEKENDS/HOLIDAY,20,12,14069,5411
840,WEEKDAY,10,2,9159,9059
841,WEEKDAY,10,20,20131,20189
842,WEEKENDS/HOLIDAY,10,180,20131,20189
843,WEEKDAY,21,220,28009,11179
844,WEEKENDS/HOLIDAY,21,300,28009,11179
845,WEEKDAY,13,180,20231,16069
846,WEEKDAY,23,60,84361,84199
847,WEEKENDS/HOLIDAY,7,20,75139,75131
848,WEEKDAY,7,20,75139,75131
849,WEEKENDS/HOLIDAY,12,780,82099,81179
850,WEEKDAY,12,520,82099,81179
851,WEEKDAY,20,40,41029,70191
852,WEEKENDS/HOLIDAY,6,120,9048,70039
853,WEEKDAY,6,120,9048,70039
854,WEEKDAY,11,20,61041,63359
855,WEEKENDS/HOLIDAY,11,60,58171,57069
856,WEEKDAY,22,20,84051,94009
857,WEEKENDS/HOLIDAY,22,20,84051,94009
858,WEEKDAY,23,40,21631,28571
859,WEEKENDS/HOLIDAY,13,40,10009,40221
860,WEEKDAY,13,40,10009,40221
861,WEEKDAY,10,20,42109,53151
862,WEEKENDS/HOLIDAY,10,20,42109,53151
863,WEEKENDS/HOLIDAY,11,40,40111,43511
864,WEEKENDS/HOLIDAY,23,20,14271,14349
865,WEEKENDS/HOLIDAY,15,20,41151,52021
866,WEEKDAY,15,40,41151,52021
867,WEEKDAY,16,12,6159,1121
868,WEEKDAY,20,20,43209,10279
869,WEEKENDS/HOLIDAY,22,120,72069,70379
870,WEEKDAY,22,160,72069,70379
871,WEEKDAY,7,18,5629,93031
872,WEEKDAY,7,2,5629,93031
873,WEEKDAY,22,340,4222,1112
874,WEEKENDS/HOLIDAY,22,178,4222,1112
875,WEEKDAY,11,20,2111,81139
876,WEEKDAY,5,20,21669,21779
877,WEEKDAY,16,300,96329,96121
878,WEEKDAY,12,40,75219,76401
879,WEEKENDS/HOLIDAY,12,40,75219,76401
880,WEEKENDS/HOLIDAY,13,40,18159,18141
881,WEEKDAY,13,80,18159,18141
882,WEEKENDS/HOLIDAY,22,120,10281,11561
883,WEEKDAY,22,40,10281,11561
884,WEEKDAY,16,40,46509,46349
885,WEEKENDS/HOLIDAY,16,20,46509,46349
886,WEEKENDS/HOLIDAY,21,360,65061,77339
887,WEEKDAY,21,740,65061,77339
888,WEEKENDS/HOLIDAY,20,160,53251,52189
889,WEEKDAY,20,180,53251,52189
890,WEEKENDS/HOLIDAY,10,4,50241,1339
891,WEEKDAY,10,22,50241,1339
892,WEEKENDS/HOLIDAY,17,180,63019,52361
893,WEEKDAY,17,380,63019,52361
894,WEEKENDS/HOLIDAY,13,10,10199,10229
895,WEEKENDS/HOLIDAY,13,10,10199,10229
896,WEEKDAY,13,40,10199,10229
897,WEEKDAY,13,40,10199,10229
898,WEEKENDS/HOLIDAY,10,440,51071,53071
899,WEEKDAY,10,240,51071,53071
900,WEEKDAY,7,20,75141,75351
901,WEEKDAY,17,40,46199,45079
902,WEEKDAY,6,3040,54009,70059
903,WEEKDAY,6,3040,54009,70059
904,WEEKENDS/HOLIDAY,6,240,54009,70059
905,WEEKENDS/HOLIDAY,6,240,54009,70059
906,WEEKDAY,7,120,40231,66341
907,WEEKENDS/HOLIDAY,8,60,20051,21661
908,WEEKDAY,17,20,83049,81141
909,WEEKENDS/HOLIDAY,13,60,44771,45009
910,WEEKDAY,13,7000,45009,44771
911,WEEKENDS/HOLIDAY,13,3200,45009,44771
912,WEEKDAY,13,140,44771,45009
913,WEEKDAY,9,5680,20239,28439
914,WEEKENDS/HOLIDAY,9,2480,20239,28439
915,WEEKENDS/HOLIDAY,9,1740,65199,84529
916,WEEKDAY,9,1660,65199,84529
917,WEEKENDS/HOLIDAY,13,120,77009,96049
918,WEEKDAY,13,100,77009,96049
919,WEEKENDS/HOLIDAY,13,60,17079,11511
920,WEEKDAY,13,120,17079,11511
921,WEEKENDS/HOLIDAY,14,80,58021,46139
922,WEEKENDS/HOLIDAY,21,140,80151,92189
923,WEEKDAY,21,360,80151,92189
924,WEEKDAY,17,64,10018,1113
925,WEEKENDS/HOLIDAY,17,17,10018,1113
926,WEEKENDS/HOLIDAY,17,17,10018,1113
927,WEEKDAY,17,64,10018,1113
928,WEEKDAY,22,20,84161,81219
929,WEEKENDS/HOLIDAY,8,22,93019,7531
930,WEEKDAY,8,108,93019,7531
931,WEEKENDS/HOLIDAY,13,100,40101,53271
932,WEEKDAY,17,100,93019,81199
933,WEEKDAY,7,14,13029,9179
934,WEEKENDS/HOLIDAY,7,2,13029,9179
935,WEEKENDS/HOLIDAY,9,10,44029,9047
936,WEEKDAY,13,20,15191,20161
937,WEEKDAY,7,20,60261,59011
938,WEEKDAY,23,20,59379,59121
939,WEEKDAY,10,90,66031,1059
940,WEEKENDS/HOLIDAY,10,72,66031,1059
941,WEEKDAY,19,80,16119,28679
942,WEEKDAY,6,240,42011,43009
943,WEEKDAY,14,420,63069,82049
944,WEEKENDS/HOLIDAY,14,200,63069,82049
945,WEEKDAY,16,380,70269,75251
946,WEEKDAY,12,40,22401,21291
947,WEEKDAY,6,620,59339,59449
948,WEEKENDS/HOLIDAY,23,20,12049,11299
949,WEEKDAY,8,1400,64051,65061
950,WEEKENDS/HOLIDAY,8,240,64051,65061
951,WEEKENDS/HOLIDAY,0,20,80031,92101
952,WEEKDAY,8,180,81211,93061
953,WEEKENDS/HOLIDAY,8,140,81211,93061
954,WEEKDAY,17,20,16081,21551
955,WEEKENDS/HOLIDAY,17,40,16081,21551
956,WEEKDAY,10,80,46501,46349
957,WEEKENDS/HOLIDAY,10,100,46501,46349
958,WEEKENDS/HOLIDAY,8,160,52231,62141
959,WEEKDAY,8,60,52231,62141
960,WEEKDAY,9,260,72019,83129
961,WEEKENDS/HOLIDAY,9,40,72019,83129
962,WEEKDAY,14,1240,43149,28651
963,WEEKENDS/HOLIDAY,14,1560,43149,28651
964,WEEKDAY,7,72,59409,3218
965,WEEKDAY,17,20,84211,70119
966,WEEKENDS/HOLIDAY,17,20,84211,70119
967,WEEKENDS/HOLIDAY,7,980,58549,47809
968,WEEKDAY,7,3180,58549,47809
969,WEEKENDS/HOLIDAY,8,20,80211,93061
970,WEEKENDS/HOLIDAY,19,40,44421,45309
971,WEEKENDS/HOLIDAY,19,100,64011,64061
972,WEEKDAY,19,380,64011,64061
973,WEEKENDS/HOLIDAY,12,20,43061,43091
974,WEEKDAY,12,40,43061,43091
975,WEEKDAY,17,60,42211,42029
976,WEEKDAY,14,90,84029,8121
977,WEEKENDS/HOLIDAY,14,18,84029,8121
978,WEEKENDS/HOLIDAY,12,20,85101,96161
979,WEEKDAY,12,100,85101,96161
980,WEEKDAY,20,80,29089,17069
981,WEEKENDS/HOLIDAY,20,60,29089,17069
982,WEEKENDS/HOLIDAY,7,20,27149,28529
983,WEEKDAY,7,240,27149,28529
984,WEEKDAY,15,18,50069,5131
985,WEEKENDS/HOLIDAY,15,36,50069,5131
986,WEEKDAY,15,80,60229,63051
987,WEEKDAY,15,80,60229,63051
988,WEEKENDS/HOLIDAY,15,50,60229,63051
989,WEEKENDS/HOLIDAY,15,50,60229,63051
990,WEEKENDS/HOLIDAY,13,120,22591,22361
991,WEEKDAY,13,120,22591,22361
992,WEEKENDS/HOLIDAY,15,36,95109,9159
993,WEEKDAY,15,80,9159,95109
994,WEEKENDS/HOLIDAY,15,80,9159,95109
995,WEEKENDS/HOLIDAY,17,20,96309,96301
996,WEEKDAY,0,19,42011,43359
997,WEEKDAY,15,20,21609,21449
998,WEEKDAY,22,20,14161,17009
999,WEEKENDS/HOLIDAY,12,20,59501,68109
1000,WEEKDAY,12,20,59501,68109
1001,WEEKENDS/HOLIDAY,8,18,56049,8069
1002,WEEKDAY,7,140,54247,67011
1003,WEEKENDS/HOLIDAY,11,20,55209,42011
1004,WEEKDAY,17,20,57089,10071
1005,WEEKDAY,8,20,4121,40181
1006,WEEKDAY,22,3000,75231,76101
1007,WEEKENDS/HOLIDAY,22,560,75231,76101
1008,WEEKDAY,5,20,63091,82069
1009,WEEKENDS/HOLIDAY,5,20,63091,82069
1010,WEEKENDS/HOLIDAY,13,20,6159,60141
1011,WEEKDAY,9,540,44331,44619
1012,WEEKENDS/HOLIDAY,9,140,44331,44619
1013,WEEKDAY,23,1100,65061,65151
1014,WEEKENDS/HOLIDAY,23,760,65061,65151
1015,WEEKENDS/HOLIDAY,6,1,81049,50119
1016,WEEKENDS/HOLIDAY,6,19,81049,50119
1017,WEEKDAY,6,456,81049,50119
1018,WEEKDAY,6,24,81049,50119
1019,WEEKENDS/HOLIDAY,13,40,27391,22539
1020,WEEKDAY,13,2580,27391,22539
1021,WEEKENDS/HOLIDAY,9,2,16049,1311
1022,WEEKDAY,9,2,16049,1311
1023,WEEKENDS/HOLIDAY,11,72,6189,1012
1024,WEEKDAY,11,198,6189,1012
1025,WEEKENDS/HOLIDAY,15,20,80051,65021
1026,WEEKDAY,15,60,80051,65021
1027,WEEKDAY,7,40,75229,9219
1028,WEEKDAY,6,20,64111,59031
1029,WEEKDAY,20,6,13159,6029
1030,WEEKDAY,22,760,64389,67261
1031,WEEKENDS/HOLIDAY,22,500,64389,67261
1032,WEEKENDS/HOLIDAY,15,14,7379,2089
1033,WEEKDAY,19,160,45359,44531
1034,WEEKDAY,15,20,46641,58361
1035,WEEKENDS/HOLIDAY,10,20,54301,63321
1036,WEEKDAY,10,40,54301,63321
1037,WEEKENDS/HOLIDAY,23,60,59049,55051
1038,WEEKDAY,23,120,59049,55051
1039,WEEKDAY,15,60,68039,67521
1040,WEEKDAY,11,60,3223,10221
1041,WEEKDAY,15,140,67041,84009
1042,WEEKENDS/HOLIDAY,15,100,67041,84009
1043,WEEKDAY,10,600,13019,13139
1044,WEEKENDS/HOLIDAY,10,380,13019,13139
1045,WEEKENDS/HOLIDAY,14,11,14471,5641
1046,WEEKDAY,14,7,14471,5641
1047,WEEKENDS/HOLIDAY,14,7,14471,5641
1048,WEEKDAY,14,11,14471,5641
1049,WEEKDAY,14,40,93069,70221
1050,WEEKDAY,13,54,3021,8079
1051,WEEKENDS/HOLIDAY,13,18,3021,8079
1052,WEEKDAY,16,100,3031,70251
1053,WEEKENDS/HOLIDAY,10,280,42071,42171
1054,WEEKDAY,10,940,42071,42171
1055,WEEKENDS/HOLIDAY,13,20,54199,70269
1056,WEEKENDS/HOLIDAY,16,20,68059,64409
1057,WEEKDAY,16,20,68059,64409
1058,WEEKDAY,21,60,46299,46281
1059,WEEKDAY,23,80,65159,78049
1060,WEEKENDS/HOLIDAY,23,40,65159,78049
1061,WEEKDAY,12,20,75249,83291
1062,WEEKDAY,16,2880,43341,28299
1063,WEEKENDS/HOLIDAY,16,500,43341,28299
1064,WEEKDAY,11,40,45139,40279
1065,WEEKENDS/HOLIDAY,9,140,7419,28289
1066,WEEKDAY,9,100,7419,28289
1067,WEEKDAY,19,2,71159,7419
1068,WEEKENDS/HOLIDAY,19,4,71159,7419
1069,WEEKENDS/HOLIDAY,23,20,77289,76209
1070,WEEKDAY,23,80,77289,76209
1071,WEEKENDS/HOLIDAY,16,20,12039,67469
1072,WEEKDAY,14,234,1119,3059
1073,WEEKDAY,11,18,41069,1109
1074,WEEKENDS/HOLIDAY,11,90,41069,1109
1075,WEEKDAY,13,252,13119,3111
1076,WEEKENDS/HOLIDAY,13,18,13119,3111
1077,WEEKDAY,22,20,84059,84481
1078,WEEKENDS/HOLIDAY,21,2,1119,2099
1079,WEEKDAY,6,20,26331,26349
1080,WEEKDAY,8,360,46109,28289
1081,WEEKENDS/HOLIDAY,8,60,46109,28289
1082,WEEKDAY,9,60,10151,14009
1083,WEEKENDS/HOLIDAY,9,40,10151,14009
1084,WEEKDAY,12,10,81029,1219
1085,WEEKENDS/HOLIDAY,12,20,81029,1219
1086,WEEKENDS/HOLIDAY,18,100,76089,65081
1087,WEEKDAY,18,120,76089,65081
1088,WEEKDAY,0,20,17069,16049
1089,WEEKENDS/HOLIDAY,5,20,64441,64619
1090,WEEKDAY,18,160,80011,83031
1091,WEEKENDS/HOLIDAY,18,20,80011,83031
1092,WEEKDAY,18,780,54261,63061
1093,WEEKENDS/HOLIDAY,18,240,54261,63061
1094,WEEKDAY,9,171,64369,54019
1095,WEEKENDS/HOLIDAY,9,38,64369,54019
1096,WEEKDAY,9,9,64369,54019
1097,WEEKENDS/HOLIDAY,9,2,64369,54019
1098,WEEKENDS/HOLIDAY,8,8,72041,6129
1099,WEEKDAY,17,60,44259,17149
1100,WEEKENDS/HOLIDAY,17,60,44259,17149
1101,WEEKENDS/HOLIDAY,17,10,50161,7379
1102,WEEKDAY,17,22,50161,7379
1103,WEEKENDS/HOLIDAY,20,160,7561,52071
1104,WEEKDAY,20,420,7561,52071
1105,WEEKDAY,17,260,96069,96019
1106,WEEKENDS/HOLIDAY,17,40,96069,96019
1107,WEEKDAY,15,100,81129,65149
1108,WEEKENDS/HOLIDAY,15,60,81129,65149
1109,WEEKDAY,12,40,83059,80039
1110,WEEKENDS/HOLIDAY,22,180,26331,25429
1111,WEEKDAY,22,180,26331,25429
1112,WEEKENDS/HOLIDAY,7,16,44279,9219
1113,WEEKDAY,7,230,44279,9219
1114,WEEKDAY,7,810,92079,9169
1115,WEEKENDS/HOLIDAY,7,180,92079,9169
1116,WEEKENDS/HOLIDAY,17,20,53069,51069
1117,WEEKDAY,17,220,53069,51069
1118,WEEKENDS/HOLIDAY,19,340,84041,75051
1119,WEEKDAY,19,1000,84041,75051
1120,WEEKENDS/HOLIDAY,12,220,10329,10199
1121,WEEKDAY,12,1220,10329,10199
1122,WEEKDAY,9,40,64009,98109
1123,WEEKDAY,22,300,75359,76139
1124,WEEKENDS/HOLIDAY,22,180,75359,76139
1125,WEEKENDS/HOLIDAY,9,40,34009,44529
1126,WEEKDAY,9,20,34009,44529
1127,WEEKDAY,15,100,20019,19061
1128,WEEKDAY,20,920,76031,99041
1129,WEEKENDS/HOLIDAY,20,440,76031,99041
1130,WEEKDAY,10,120,53331,51019
1131,WEEKENDS/HOLIDAY,17,1100,84211,75009
1132,WEEKDAY,17,20,75009,84211
1133,WEEKDAY,17,2240,84211,75009
1134,WEEKDAY,12,60,52079,43469
1135,WEEKENDS/HOLIDAY,12,60,52079,43469
1136,WEEKENDS/HOLIDAY,18,1420,75351,77339
1137,WEEKDAY,18,5800,75351,77339
1138,WEEKENDS/HOLIDAY,14,40,23059,27529
1139,WEEKDAY,14,20,23059,27529
1140,WEEKENDS/HOLIDAY,14,144,72019,5049
1141,WEEKDAY,14,198,72019,5049
1142,WEEKDAY,20,20,9121,10199
1143,WEEKENDS/HOLIDAY,7,20,80071,84551
1144,WEEKDAY,7,20,80071,84551
1145,WEEKENDS/HOLIDAY,19,40,77271,77059
1146,WEEKDAY,20,16,10101,50229
1147,WEEKDAY,20,4,10101,50229
1148,WEEKDAY,17,60,99049,72031
1149,WEEKDAY,8,280,91099,92091
1150,WEEKDAY,9,40,76251,75339
1151,WEEKENDS/HOLIDAY,17,20,61039,10081
1152,WEEKDAY,12,60,1211,62021
1153,WEEKDAY,17,20,93019,66349
1154,WEEKDAY,11,20,97059,96201
1155,WEEKDAY,7,20,31051,44009
1156,WEEKENDS/HOLIDAY,7,160,31051,44009
1157,WEEKDAY,15,60,14171,14369
1158,WEEKDAY,15,840,75009,83059
1159,WEEKENDS/HOLIDAY,15,320,75009,83059
1160,WEEKDAY,12,320,84041,84289
1161,WEEKENDS/HOLIDAY,12,500,84041,84289
1162,WEEKENDS/HOLIDAY,7,24,92099,9022
1163,WEEKDAY,7,10,92099,9022
1164,WEEKDAY,13,72,50049,4219
1165,WEEKDAY,17,60,95019,93029
1166,WEEKENDS/HOLIDAY,17,20,95019,93029
1167,WEEKDAY,20,24,43189,43639
1168,WEEKDAY,20,96,43189,43639
1169,WEEKDAY,12,40,96331,96121
1170,WEEKENDS/HOLIDAY,15,20,28529,46531
1171,WEEKDAY,15,40,28529,46531
1172,WEEKDAY,10,20,11291,43061
1173,WEEKENDS/HOLIDAY,17,20,54248,54231
1174,WEEKENDS/HOLIDAY,16,2,11079,2101
1175,WEEKDAY,13,8500,81089,80069
1176,WEEKENDS/HOLIDAY,13,7420,81089,80069
1177,WEEKENDS/HOLIDAY,15,40,42099,42091
